BLOQUE|EMPRESA|CODIGO_ALMACEN|ALMACEN|REFERENCIA1|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|STOCK_ACTUAL|PRECIO_MEDIO_COMPRA|VALOR_STOCK_COSTE_MEDIO|FLAG_REFERENCIA_GENERICA|FLAG_SIN_FAMILIA|FLAG_STOCK_NEGATIVO
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|83013202|BOBINA PAPEL MECANICO ECOPASTA LAMINADA C/2|08|CELULOSA-LINEA BLANCA|-353.000|5.414000000000000|-1911.142000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|12013800|BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|-2070.000|0.9000000000000000|-1863.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|63102805|PINTURA SEÑALIZACION ACRILICA AMARILLA R-1021|06|PINTURAS Y DISOLVENTES|-430.000|4.045000000000000|-1739.350000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|82003306|BOBINA SECAMANOS MECHA PASTA BASIC C/6|08|CELULOSA-LINEA BLANCA|-1170.000|1.480000000000000|-1731.600000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|83003202|BOBINA PAPEL MECANICOS PASTA-LAMINADA C/2|08|CELULOSA-LINEA BLANCA|-318.000|5.414000000000000|-1721.652000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|69000023|PALETINA CERDA SUAVE AZUL A85 / APTA IND. ALIMENTARIA|03|PROD. ESPECIALES INDUST. ALIMENTARIA|-492.000|3.300000000000000|-1623.600000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|85004700|BOBINA TRAPO INDUST.PTO.AZUL|08|CELULOSA-LINEA BLANCA|-245.000|6.000000000000000|-1470.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|92015403|BOTELLA LEJIA APTA ENV. 4 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-1292.000|1.053000000000000|-1360.476000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|22023800|DETERPAST - PASTA LAVAMANOS S/DISOLVENTE|02|JABONES Y PASTA LAVAMANOS|-498.000|2.600000000000000|-1294.800000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|14001700|GLASWIPE - LIMPIACRISTALES PERFUMADO|01|DESENGRASANTES Y LIMPIADORES GENERALES|-1110.000|1.140000000000000|-1265.400000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|83013000|BOBINA TISSUE SECO T-60 LISO C/2|08|CELULOSA-LINEA BLANCA|-122.000|9.750000000000000|-1189.500000000000|0|0|1
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91094400|PALO ALUMINIO DOBLE ROSCA 1'40|09|PROD. Y ACCESORIOS PARA LIMPIEZA|5887.000|1.314945000000000|7741.081215000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91204001|BAYETA ECOLOGICA MICROFIBRA PACK 12 UD.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1383.000|5.495306000000000|7600.008198000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91064400|FREGONA ALGODON BLANCA EXTRA R-109|09|PROD. Y ACCESORIOS PARA LIMPIEZA|9146.000|0.5287420000000001|4835.874332000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91104400|PALO METALICO DOBLE ROSCA 1,40|09|PROD. Y ACCESORIOS PARA LIMPIEZA|7404.000|0.5384440000000000|3986.639376000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|92000004|BOTELLA AGUA DESTILADA 4 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA|4572.000|0.8601220000000001|3932.477784000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91045200|RECOGEDOR PLASTICO ANTIVUELCO C/PALO|09|PROD. Y ACCESORIOS PARA LIMPIEZA|4558.000|0.7575190000000001|3452.771602000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91144400|ROLLO ESTROPAJO VERDE 6 Mts.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|754.000|4.538314000000000|3421.888756000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|81003218|PACK PAPEL HIGIENICO INDUSTRIAL 350 18 ROLLOS|08|CELULOSA-LINEA BLANCA|398.000|7.200000000000000|2865.600000000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|95034400|ABRILLANTADOR ESPECIAL MOPAS 1000cc|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1078.000|2.169786000000000|2339.029308000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|13063800|BRINET AML - LIMPIADOR AMONIACAL PINO|01|DESENGRASANTES Y LIMPIADORES GENERALES|3155.000|0.7010850000000000|2211.923175000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|94003801|AIRGEN  - AMBIENTADOR HIGIENIZANTE|09|PROD. Y ACCESORIOS PARA LIMPIEZA|764.000|2.707806000000000|2068.763784000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|81004718|PACK PAPEL HIGIENICO INDUST. PASTA LAMINADO C/18|08|CELULOSA-LINEA BLANCA|427.000|4.427390000000000|1890.495530000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91074400|FREGONA ALGODON BLANCA EXTRA R-110|09|PROD. Y ACCESORIOS PARA LIMPIEZA|3008.000|0.5845830000000000|1758.425664000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91204000|BAYETA CORTADA TRAPO PUNTO AZUL PACK C/12|09|PROD. Y ACCESORIOS PARA LIMPIEZA|809.000|2.154307000000000|1742.834363000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91154001A|ROLLO BOLSA BASURA 85X105 AZUL C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1280.000|0.7984060000000000|1021.959680000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91329800|FREGONA ALGODON AZUL EXTRA 180|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1563.000|0.5960670000000000|931.6527210000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91124001|CUBO FREGONA RECTANGULAR 14 LTS.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|321.000|2.605338000000000|836.3134980000001|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|21043804|LICOGEL - GEL HIDROALCOHOL BOLSA 800cc|02|JABONES Y PASTA LAVAMANOS|152.000|4.960000000000000|753.9200000000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91164001B|ROLLO BOLSA BASURA DOMESTICA 52X60 BLANCA C/20|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1560.000|0.4733480000000000|738.4228800000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|92053200|AMONIACO PERFUMADO ENV.2 LT. C/6|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1068.000|0.6320340000000000|675.0123120000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91174001|MOPA ALGODON-100 C/BASTIDOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA|95.000|6.998373000000000|664.8454350000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|92015402|BOTELLA LEJIA NEUTRA LAVADORA ENV. 2 Lts. C/6|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1026.000|0.6471190000000000|663.9440940000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91080000|FREGONA HILO MICROFIBRA BLANCA C/24|09|PROD. Y ACCESORIOS PARA LIMPIEZA|773.000|0.8469850000000000|654.7194049999999|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|14003800|CHEMGLAS CR - LIMPIACRISTALES|01|DESENGRASANTES Y LIMPIADORES GENERALES|540.000|1.195302000000000|645.4630800000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91284000|ESTROPAJO ALUMINIO 40GR. PACK 12 UDS.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|280.000|2.268525000000000|635.1870000000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91124002|CUBO FREGONA REDONDO 13 LTS. C/ESCURRIDOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA|399.000|1.418388000000000|565.9368120000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|94003811|AIRGEN  - AMBIENTADOR ENV. 750 C/PULV.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|169.000|2.972438000000000|502.3420220000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|96003200|VASOS PLASTICO 200 CAJA P-100 C/30 PACKS|09|PROD. Y ACCESORIOS PARA LIMPIEZA|22.000|20.78673900000000|457.3082580000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|92010001|BOTELLA LEJIA C/DETERGENTE LIMON ENV.1500 C/8|09|PROD. Y ACCESORIOS PARA LIMPIEZA|554.000|0.8223540000000000|455.5841160000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91174000|RECAMBIO MOPA-100 ALGODON|09|PROD. Y ACCESORIOS PARA LIMPIEZA|102.000|4.463911000000000|455.3189220000000|0|0|0
